7.634049	46.34038
9.19779	47.164837
8.022337	46.387794
8.022337	46.387794
9.351023	47.186058
7.985537	46.843346
6.170832	46.588657
9.76794	46.815437
6.487998	46.788822
9.509943	47.004063
8.674356	46.902332
9.676752	46.79446
6.217257	46.609234
8.606732	46.84304
9.603544	46.947998
6.219883	46.56308
7.401736	46.296642
7.401736	46.296642
10.327594	46.803802
9.767251	46.715065
8.956196	46.16521
7.543189	46.178528
9.559716	46.898144
9.555516	46.893738
7.892687	46.54611
7.892687	46.54611
9.767251	46.715065
7.011863	46.34327
7.620818	47.568752
7.982552	46.8228
9.513697	46.950672
7.162417	46.111572
7.888329	46.750153
8.224844	46.9997
9.767251	46.715065
7.985516	46.843346
7.05898	47.13265
8.689091	47.031303
9.280193	47.2593
7.011863	46.34327
6.250803	46.552574
7.166948	46.538555
9.280193	47.2593
9.33352	47.22655
9.33352	47.22655
7.106512	46.31323
7.87993	46.619823
8.888245	47.10698
7.011863	46.34327
7.762989	46.55532
7.762989	46.55532
7.899684	46.57581
8.797259	46.55402
8.689789	46.664032
8.547381	46.94019
8.844616	46.65854
8.925661	47.051353
6.170832	46.588657
8.732403	47.037548
7.011863	46.34327
9.106449	47.028957
9.386811	47.256092
7.982552	46.8228
9.34772	46.677242
8.547381	46.94019
7.54868	46.20941
6.182558	46.531387
6.191383	46.54823
7.708873	45.991966
9.851711	46.73682
7.609317	46.186268
8.985014	46.944168
8.906689	46.49765
6.310062	46.594753
8.461248	46.59284
8.461248	46.59284
9.410664	47.28293
8.925661	47.051353
9.19779	47.164837
8.567959	46.893555
7.523189	46.339455
8.691189	46.923393
9.19779	47.164837
6.921516	46.071175
6.921516	46.071175
6.921516	46.071175
9.351023	47.186058
6.921516	46.071175
8.032159	46.25059
7.655196	46.348114
7.655196	46.348114
8.011189	46.87467
8.011189	46.87467
8.328414	46.777386
7.762989	46.55532
7.457588	46.70944
9.725469	46.866493
8.674356	46.902332
7.004605	46.41738
7.016938	46.548355
7.65205	46.645786
9.448565	47.280506
6.310041	46.594772
7.855039	46.762688
7.482096	46.567745
7.732229	46.001747
9.37443	47.22679
7.775091	46.710735
7.011863	46.34327
9.133502	47.018936
8.797259	46.55402
9.643693	46.7302
6.950716	46.47922
8.461715	46.593124
9.242734	47.072197
7.482096	46.567745
7.655196	46.348114
8.534976	46.609993
8.689789	46.664032
7.6685	46.351788
8.722065	46.54664
7.148339	46.528423
9.19779	47.164837
7.775091	46.710735
9.313047	47.155006
7.329426	46.64723
7.992019	46.815132
7.969718	46.80241
9.359747	47.18104
9.33943	47.172707
8.022337	46.387794
8.022337	46.387794
8.022337	46.387794
10.030813	46.37288
10.137236	46.4061
10.137318	46.40702
10.137318	46.40702
10.058104	46.32364
8.10729	46.892986
9.662653	46.7797
10.064351	46.30651
8.843446	46.699375
10.12044	46.40204
7.62758	46.38127
10.153095	46.787872
9.925684	46.514156
9.731312	46.41727
9.76527	46.414192
9.465823	46.992977
7.378335	46.165176
8.722065	46.54664
8.722065	46.54664
9.76527	46.414192
8.737192	47.056812
8.641882	46.644623
9.339313	47.172455
9.339441	47.172695
8.146019	46.44305
8.032159	46.25059
9.797543	46.701416
8.799998	46.562145
8.799998	46.562145
7.775091	46.710735
10.239923	46.673943
7.480622	46.02884
7.808161	46.727898
9.730446	47.04137
9.730446	47.04137
7.938051	46.618156
8.468174	46.801163
8.481716	46.80297
8.032159	46.25059
7.005776	46.542114
8.569525	46.843834
8.410678	46.840908
10.030813	46.37288
9.459867	46.796005
9.483423	46.79576
7.200979	45.93027
7.001997	46.359676
9.831215	46.823215
8.113043	46.659294
8.113043	46.659294
9.832962	46.78586
9.482759	46.887894
8.269119	46.775764
9.83271	46.802628
10.372508	46.646553
8.855393	46.868237
7.854944	46.749767
7.862217	46.573532
8.488231	46.592346
8.523432	46.606083
7.614759	46.397606
8.855393	46.868237
8.855393	46.868237
9.319876	47.151955
8.855393	46.868237
8.513042	46.443077
9.33943	47.172707
10.119168	46.656395
8.689091	47.031303
10.056451	46.604218
9.313047	47.155006
10.056451	46.604218
10.392605	46.69159
8.936494	46.56934
7.445406	46.722233
8.415055	46.470142
8.473827	46.485725
7.324	46.633
7.776267	46.06892
7.648037	46.456367
10.276142	46.710804
7.276829	46.087353
8.795283	46.582184
7.435405	46.458885
9.573234	46.744514
10.177325	46.795975
9.906442	46.799763
9.48841	46.92976
8.032159	46.25059
10.249808	46.886463
7.011863	46.34327
7.431452	46.733475
7.465189	46.709736
9.797543	46.701416
9.088709	47.29568
9.088709	47.29568
7.6685	46.351788
9.330158	46.919952
9.81541	46.80827
9.34772	46.677242
7.907496	46.656357
9.349022	46.677387
7.31904	46.65244
7.1836	45.90028
6.725993	46.934734
9.868748	46.680275
7.031931	47.119404
7.629329	47.557865
7.629329	47.557865
7.75506	45.992935
9.19779	47.164837
7.75506	45.992935
8.618264	47.010925
7.278871	46.632465
7.011863	46.34327
8.205882	46.988865
9.695119	46.398705
9.091814	46.66025
9.767251	46.715065
9.767251	46.715065
9.504309	46.99314
9.767251	46.715065
7.154109	46.061
7.063078	46.59171
8.115027	46.894184
7.98491	46.820168
8.125812	46.90012
8.10729	46.892986
8.103702	46.887634
8.11604	46.888855
7.980508	46.826294
7.980508	46.826294
8.10729	46.892986
7.154109	46.061
9.840248	46.504913
9.504309	46.99314
7.98491	46.820168
7.98491	46.820168
7.979689	46.82053
7.985516	46.843346
7.01713	46.36581
7.01095	46.35539
7.933581	46.831627
7.205698	46.35366
7.377276	46.295246
7.377276	46.295246
7.377276	46.295246
9.518175	46.955914
8.170822	46.950695
8.733308	47.01753
7.595489	46.14801
9.799537	46.48233
9.788867	46.708035
9.177894	47.153294
9.19779	47.164837
9.19779	47.164837
9.177894	47.153294
9.19779	47.164837
9.19779	47.164837
9.767251	46.715065
9.767251	46.715065
7.631383	46.21107
9.513697	46.950672
9.513697	46.950672
8.733308	47.01753
7.985516	46.843346
7.011863	46.34327
7.44323	46.711864
7.450435	46.705017
6.97715	46.359417
9.133502	47.018936
7.455063	46.713047
7.463264	46.705177
7.431452	46.733475
7.455063	46.713047
8.797259	46.55402
7.985516	46.843346
8.055643	46.844017
8.845755	46.635227
7.62758	46.38127
6.310041	46.594772
6.310041	46.594772
8.881953	46.53392
9.595847	47.02006
6.976372	46.431828
8.032159	46.25059
8.67449	46.531788
8.67449	46.531788
7.537332	46.69396
9.762754	46.961674
8.10729	46.892986
8.084807	46.820362
8.159654	46.966137
10.168985	46.78991
10.26352	46.620266
9.57029	46.80601
9.204257	47.15596
9.204257	47.15596
8.328414	46.777386
6.181389	46.53763
8.328414	46.777386
7.011863	46.34327
6.25073	46.5519
6.250803	46.552574
9.549639	46.74914
7.655196	46.348114
7.71929	46.347595
9.918559	46.80938
8.844616	46.65854
9.848592	46.72599
7.928602	46.74221
8.797259	46.55402
9.316067	47.171757
9.311977	47.175148
9.133502	47.018936
8.02564	46.37716
8.02564	46.37716
8.019802	46.38021
7.023944	46.383865
7.002153	46.359604
7.045888	46.390816
7.627152	46.13576
8.484734	46.79555
8.484734	46.79555
7.775091	46.710735
8.437399	46.846153
8.392127	46.791473
8.08541	46.40402
8.369316	46.77798
9.110629	46.956814
7.792355	46.516808
10.056451	46.604218
8.097322	46.88285
8.101234	46.885437
8.462734	46.846222
8.437672	46.772083
8.437672	46.772083
8.0945	46.8835
8.800857	46.56281
8.396288	46.793045
8.396288	46.793045
7.677768	46.3475
7.480622	46.02884
8.722065	46.54664
7.011863	46.34327
9.831215	46.823215
8.881953	46.53392
7.385299	46.31454
7.677768	46.3475
8.712442	46.63545
9.339441	47.172695
9.339441	47.172695
9.341497	47.17313
8.526599	46.618996
7.960496	46.58657
7.784715	45.983334
9.810609	46.827274
