Longitude,Latitude
-107.792854,52.510561
-107.886021,44.008087
-107.886904,38.509333
-107.918957,36.71766
-107.920153,37.713661
-107.921328,40.303001
-107.938083,39.148493
-107.996769,35.578279
-108.055451,62.977314
-108.104321,38.995846
-108.11206,38.332055
-108.135073,37.410507
-108.153207,52.655593
-108.184042,37.497636
-108.205525,35.371626
-108.224116,56.360997
-108.261433,52.449985
-108.289219,37.344933
-108.433546,36.739826
-108.479167,37.233333
-108.567386,38.214226
-108.617628,40.444279
-108.687555,47.667446
-108.802874,40.619202
-108.803292,43.022482
-108.833027,35.630465
-108.841981,36.029915
-108.844182,36.122017
-108.859384,36.091461
-108.859699,36.087996
-108.870078,36.845055
-108.902327,36.039963
-108.913318,42.98624
-108.928188,42.710381
-108.933314,59.616612
-108.945394,36.059532
-108.9492,36.234798
-108.992287,36.385517
-109.041435,59.809125
-109.064001,35.752773
-109.064107,35.755692
-109.064384,36.231537
-109.077406,36.217804
-109.099762,36.204886
-109.123623,33.786306
-109.157548,35.965633
-109.254096,59.609619
-109.279635,36.540785
-109.313328,37.755933
-109.325927,44.477119
-109.386173,33.865185
-109.414437,36.083136
-109.450943,42.875648
-109.487,49.901962
-109.5143,40.868111
-109.519696,44.464502
-109.533941,40.727987
-109.55277,45.280752
-109.556891,44.459953
-109.58327,33.911705
-109.601659,44.460833
-109.604084,40.520947
-109.650679,34.270719
-109.659474,34.397544
-109.713745,32.782345
-109.717142,44.459996
-109.745258,33.988269
-109.890976,40.711588
-109.894189,32.67879
-109.926435,32.703552
-109.962921,32.707973
-109.965363,32.713981
-109.966097,32.706135
-109.966543,32.715842
-109.972991,34.154949
-109.985624,32.658234
-109.999594,40.836825
-110.07168,34.250565
-110.07209,34.277129
-110.074185,34.278438
-110.085524,53.282098
-110.087805,49.474912
-110.139973,32.006553
-110.140283,44.480338
-110.156851,40.921454
-110.164994,34.100007
-110.177252,31.629757
-110.184942,49.679489
-110.187174,54.458436
-110.203237,70.925403
-110.209864,54.454508
-110.298039,49.660801
-110.34574,41.264616
-110.352604,40.605131
-110.387209,33.984489
-110.445546,44.817524
-110.466407,46.190021
-110.478747,34.039968
-110.513053,34.030151
-110.524816,40.798073
-110.53047,42.842045
-110.55046,44.60535
-110.56127,46.573792
-110.565987,44.751949
-110.570785,34.242153
-110.580501,42.480075
-110.60486,54.308818
-110.607859,54.303523
-110.641046,43.916667
-110.643772,43.974463
-110.657167,41.770449
-110.657389,34.330559
-110.657631,34.548204
-110.667319,46.800127
-110.676027,41.052282
-110.685185,46.61499
-110.70128,62.373921
-110.703698,34.328488
-110.723362,43.502083
-110.757649,43.468609
-110.763071,40.826483
-110.76459,45.655918
-110.778069,46.763874
-110.810422,40.607327
-110.816894,32.310791
-110.832819,40.865038
-110.833367,34.488487
-110.85,34.275026
-110.867113,39.683502
-110.88296,31.375151
-110.894144,49.873894
-110.900657,49.87175
-110.902875,49.874231
-110.913423,40.737219
-110.920144,33.815891
-110.927958,44.965357
-110.931517,40.028
-110.938079,34.333262
-110.938299,34.333938
-110.941893,40.769926
-110.942546,34.336717
-110.947457,34.318457
-110.953927,42.096262
-110.961325,45.00103
-110.963735,40.649358
-110.984226,34.468575
-111.000007,42.481395
-111.005238,34.400768
-111.006604,34.777222
-111.012846,34.320645
-111.034763,34.43819
-111.083359,40.922613
-111.084532,47.035217
-111.089248,33.670521
-111.093099,34.257259
-111.094587,34.43951
-111.096257,34.41287
-111.118758,34.423739
-111.124212,42.515261
-111.124299,42.515325
-111.128847,39.611163
-111.136346,58.728693
-111.143951,45.194578
-111.166778,34.280949
-111.220219,53.753228
-111.227305,39.63541
-111.228611,39.634337
-111.25148,39.589663
-111.253436,45.800328
-111.263962,39.288912
-111.2644,46.484013
-111.275109,47.480174
-111.318774,47.69783
-111.327678,47.477245
-111.329354,34.193316
-111.3481,37.8058
-111.3481,37.8058
-111.375,34.515009
-111.3803,56.72718
-111.407466,34.619175
-111.407838,42.121239
-111.414159,47.456431
-111.427789,43.626623
-111.427807,34.864511
-111.460676,41.909065
-111.475321,57.017097
-111.478009,34.163532
-111.478142,42.638433
-111.489996,34.403257
-111.498686,41.431246
-111.499677,47.421037
-111.509444,35.366406
-111.5212,42.35635
-111.523085,34.960663
-111.528788,41.533899
-111.5333,41.961808
-111.544686,40.044501
-111.545343,47.554868
-111.546146,40.24601
-111.570277,34.561272
-111.572921,35.244999
-111.57661,47.615047
-111.577971,40.268846
-111.579553,42.182178
-111.582634,40.399818
-111.588679,34.187651
-111.589691,34.187415
-111.608152,40.256567
-111.608661,40.405655
-111.613822,42.655106
-111.619799,35.36087
-111.627976,40.933857
-111.631261,41.632444
-111.634571,41.49931
-111.650646,40.607829
-111.650778,41.263264
-111.662173,35.182357
-111.663155,38.820362
-111.707382,40.380163
-111.7099,34.672508
-111.714106,35.330873
-111.717072,40.359467
-111.719043,35.305982
-111.731636,35.343618
-111.756684,34.956908
-111.781409,46.658828
-111.781829,43.408914
-111.792686,41.767616
-111.792743,41.767187
-111.803772,40.916905
-111.810135,43.839569
-111.816118,33.850202
-111.816257,40.976568
-111.822837,40.974798
-111.863199,41.214523
-111.875383,43.731766
-111.875951,41.142082
-111.87616,40.791035
-111.884765,46.75895
-111.899244,34.773531
-111.8997,41.320379
-111.913283,47.130511
-111.920539,34.927254
-111.934143,42.861453
-111.936674,41.305847
-111.938197,41.130753
-111.939703,41.125667
-111.953195,45.219276
-111.957601,60.00812
-111.972686,41.533642
-112.008157,41.175363
-112.017239,41.718199
-112.022943,34.764948
-112.056849,46.804333
-112.080687,47.006507
-112.081391,46.995564
-112.082268,46.607094
-112.093257,33.367624
-112.0934,36.342087
-112.133083,46.633186
-112.133221,35.850427
-112.170971,39.203553
-112.177574,40.484533
-112.185515,35.242962
-112.186158,33.377581
-112.216001,36.713734
-112.222425,36.62919
-112.241617,38.306129
-112.257165,58.513177
-112.270595,34.915924
-112.272318,40.537491
-112.295183,38.441677
-112.339936,38.086724
-112.362678,34.361801
-112.38474,42.944698
-112.394022,36.435299
-112.399066,38.226757
-112.40391,36.45504
-112.436881,43.124084
-112.437482,35.782471
-112.461009,34.481964
-112.463138,45.991216
-112.464344,34.522476
-112.496252,33.386421
-112.518442,34.51414
-112.537313,38.586731
-112.543757,34.546282
-112.548724,46.058121
-112.54927,46.056436
-112.554361,47.061138
-112.561237,46.139295
-112.600348,44.366913
-112.629324,33.377452
-112.715732,44.243832
-112.722518,46.842141
-112.722893,47.024574
-112.72917,54.637756
-112.747722,32.988682
-112.788914,50.769196
-112.857788,49.691162
-112.86687,50.83859
-112.966581,34.779196
-112.970685,45.370488
-113.014711,33.074856
-113.099866,53.91592
-113.106176,53.554383
-113.119676,46.029625
-113.142385,46.307652
-113.185243,53.5291
-113.249034,48.658276
-113.260968,45.608711
-113.26819,53.06934
-113.279228,48.572617
-113.296104,53.526421
-113.306094,52.82115
-113.403442,45.149399
-113.404146,52.978073
-113.416119,54.369965
-113.437269,34.543279
-113.455717,47.169456
-113.467041,54.367199
-113.578517,47.242091
-113.690475,49.048169
-113.695547,48.669262
-113.696364,46.192017
-113.718153,48.696556
-113.738,37.182176
-113.759284,47.604146
-113.768333,42.17205
-113.790556,54.454167
-113.799882,47.329102
-113.814799,46.892052
-113.82738,43.803349
-113.84113,48.65819
-113.846438,46.882954
-113.850014,49.087609
-113.852691,53.110599
-113.893507,36.081398
-113.896399,49.077452
-113.91556,52.668524
-113.915912,35.315584
-113.922487,49.047516
-113.946981,49.071552
-113.948558,45.693126
-113.956818,49.098992
-113.957282,46.929646
-113.962747,46.916771
-113.983455,46.887857
-113.988785,45.583112
-113.999761,49.040909
-114.005045,53.571396
-114.022517,47.575264
-114.0243,49.011136
-114.045807,46.784699
-114.048264,45.389328
-114.065191,45.883713
-114.072469,46.965072
-114.085808,47.037964
-114.089122,55.074463
-114.090845,47.031956
-114.097785,53.002238
-114.118161,47.196922
-114.136634,53.513054
-114.151521,45.923173
-114.160167,50.541186
-114.167744,46.0219
-114.170583,47.693861
-114.1769,50.171814
-114.177108,46.244481
-114.180984,48.429279
-114.193615,46.247978
-114.193847,44.649811
-114.23395,48.425031
-114.234653,50.528188
-114.240791,44.66526
-114.249962,42.246985
-114.327365,46.245363
-114.356996,48.184168
-114.376758,48.205261
-114.381554,62.475883
-114.407328,54.117755
-114.416622,50.14655
-114.431531,49.61015
-114.439594,48.154449
-114.439606,40.204586
-114.439674,49.611629
-114.44838,46.2327
-114.454314,53.680521
-114.457452,46.9989
-114.460121,49.62034
-114.466528,49.621956
-114.467866,49.624145
-114.489514,49.45032
-114.524615,46.722836
-114.532337,58.44556
-114.535667,56.504429
-114.536225,56.643916
-114.566493,50.95204
-114.578034,45.17312
-114.64393,44.962621
-114.654302,52.229017
-114.70873,51.20565
-114.712306,47.34439
-114.727605,50.90292
-114.747219,51.190006
-114.75,52.084122
-114.76232,51.18639
-114.763894,54.121944
-114.775284,51.209998
-114.781587,33.281751
-114.7861,51.203048
-114.796954,43.307076
-114.804944,39.159393
-114.839914,51.138375
-114.842284,43.41357
-114.846955,51.156556
-114.85977,43.533357
-114.863891,52.09035
-114.870242,43.308063
-114.876261,50.285145
-114.884086,49.737105
-114.893857,47.317965
-114.894224,49.75787
-114.914992,52.398102
-114.920237,44.147047
-114.922422,50.022234
-114.93226,52.373556
-114.939008,52.38765
-114.941276,52.350148
-114.944298,52.404305
-114.971347,52.3685
-114.973779,52.38898
-114.980918,49.477991
-114.984864,47.172761
-114.993489,53.605232
-114.995257,51.372191
-114.99816,53.6084
-115.019245,53.598175
-115.019607,53.599291
-115.020635,44.39469
-115.022184,53.297424
-115.02264,51.402036
-115.023443,50.508889
-115.032372,51.424639
-115.032409,52.452516
-115.033952,45.722694
-115.035098,51.450809
-115.043867,52.389077
-115.047485,55.550264
-115.054981,51.459325
-115.065745,49.489191
-115.07101,51.472671
-115.071611,51.496005
-115.071849,51.082048
-115.076263,54.508495
-115.077018,49.503192
-115.0944,50.552151
-115.096125,51.353188
-115.098696,51.521649
-115.119131,43.948059
-115.123699,50.659805
-115.131755,47.549343
-115.14038,51.198784
-115.144326,51.475818
-115.158192,44.278883
-115.16313,51.056557
-115.200906,50.913957
-115.209345,50.903607
-115.211763,46.247163
-115.24228,41.715088
-115.245097,50.88439
-115.258165,48.725224
-115.259767,49.166645
-115.273673,51.96506
-115.279357,52.259107
-115.296836,54.798187
-115.311829,44.142428
-115.31735,45.746727
-115.353274,51.104608
-115.359681,51.101981
-115.373247,51.248543
-115.385389,50.72905
-115.3971,36.03138
-115.398266,51.266467
-115.400147,55.31601
-115.412521,55.405721
-115.422676,51.265597
-115.477742,50.132761
-115.478247,51.220563
-115.482921,49.731591
-115.495324,51.262448
-115.495555,51.240334
-115.496187,51.212642
-115.50952,51.250619
-115.518436,31.84267
-115.52324,44.994035
-115.531201,43.959045
-115.537591,51.204098
-115.54544,51.215813
-115.551354,51.303406
-115.560997,51.161627
-115.583418,46.942847
-115.587745,44.471283
-115.63754,48.859208
-115.646861,48.283131
-115.649359,54.138315
-115.695452,54.126872
-115.701208,51.903571
-115.706976,50.212439
-115.719158,52.118845
-115.721908,44.999828
-115.723763,52.458043
-115.72762,46.389942
-115.728008,49.537866
-115.73032,46.386852
-115.738814,51.20769
-115.740131,52.451863
-115.742788,36.23158
-115.749381,57.460235
-115.757672,52.179792
-115.763591,52.451469
-115.771102,45.582962
-115.776911,49.511453
-115.783268,52.458779
-115.789135,52.461227
-115.798424,52.449302
-115.803154,50.179698
-115.81343,51.221763
-115.82264,60.821241
-115.826259,52.137712
-115.842184,52.08786
-115.845068,49.480074
-115.845737,52.082241
-115.847087,44.910221
-115.848691,45.164537
-115.853666,48.267746
-115.854957,52.088948
-115.859309,52.083002
-115.859585,44.359789
-115.860101,33.896427
-115.860962,52.085347
-115.861029,49.364407
-115.861426,51.25303
-115.870399,44.312099
-115.873723,45.002403
-115.893333,58.471298
-115.914724,51.513433
-115.927184,47.473812
-115.933284,51.594856
-115.953329,47.488409
-115.955803,47.781773
-115.962884,49.689789
-115.966402,52.209786
-115.981368,42.9562
-116.002808,50.463638
-116.006065,46.195294
-116.00648,44.916138
-116.007475,45.131836
-116.008454,44.590158
-116.01045,50.803528
-116.026229,50.511943
-116.03007,64.634464
-116.031312,52.302584
-116.033829,34.195805
-116.045954,34.261851
-116.0515,44.933613
-116.051716,44.904213
-116.053731,42.867622
-116.057401,52.483389
-116.063125,48.94804
-116.066771,52.486839
-116.068889,51.197319
-116.072638,47.480679
-116.074087,52.470404
-116.075355,52.469497
-116.075759,52.400139
-116.081485,52.478418
-116.085128,52.479458
-116.085596,52.460708
-116.085596,52.460708
-116.086821,52.482204
-116.088224,52.481563
-116.090675,44.860954
-116.092591,52.491156
-116.094574,56.905182
-116.098195,51.362629
-116.102515,56.899567
-116.102574,52.472232
-116.14297,51.40615
-116.149714,47.059765
-116.153333,51.068573
-116.169835,51.427823
-116.184102,48.114452
-116.195518,51.414554
-116.204421,46.686745
-116.207331,48.209199
-116.209447,47.682713
-116.216667,51.4
-116.22764,48.367653
-116.249004,51.414052
-116.251372,51.437328
-116.251691,51.413087
-116.255162,46.480064
-116.257578,51.409738
-116.263447,52.831792
-116.27235,32.613516
-116.277629,47.634144
-116.28893,52.072659
-116.315708,37.083321
-116.330276,52.302938
-116.333348,49.850011
-116.343029,60.432199
-116.347655,52.329997
-116.347915,52.235497
-116.353223,52.284563
-116.353242,48.660507
-116.353899,52.338164
-116.359096,52.31592
-116.362046,52.264629
-116.380214,52.046479
-116.400559,44.821129
-116.405358,52.265159
-116.410595,52.049971
-116.413696,48.544464
-116.413959,48.499253
-116.432896,44.780767
-116.435763,47.409525
-116.44138,33.374577
-116.445507,46.039581
-116.463192,49.076198
-116.469667,52.221451
-116.492479,33.241367
-116.494288,50.95047
-116.50679,51.715984
-116.508234,49.098825
-116.512085,51.72586
-116.513929,45.348558
-116.527141,52.150882
-116.532374,47.523057
-116.53278,45.545883
-116.544528,33.989725
-116.592002,47.855576
-116.619568,33.025761
-116.623303,51.62075
-116.630047,33.282748
-116.649978,51.807561
-116.653024,33.810039
-116.658114,48.015404
-116.660421,48.442841
-116.673832,47.037106
-116.698208,33.670274
-116.703149,48.015747
-116.710016,48.329984
-116.716672,49.433333
-116.718704,33.739872
-116.720764,51.971641
-116.722364,47.678947
-116.722648,51.968182
-116.728531,47.693539
-116.729026,33.739357
-116.741405,55.645427
-116.759506,47.851295
-116.781708,33.869476
-116.786501,49.622133
-116.787458,34.254684
-116.788588,49.623291
-116.788665,32.814188
-116.803028,33.639793
-116.803524,34.261551
-116.805566,54.377737
-116.839344,46.789227
-116.848299,46.438866
-116.855136,34.278417
-116.857276,34.186964
-116.862361,34.174347
-116.863725,34.2449
-116.86635,46.79516
-116.868918,34.226532
-116.868944,33.267868
-116.871503,49.680191
-116.881533,50.091562
-116.893976,51.948853
-116.905833,49.767551
-116.91015,49.727836
-116.914189,48.6395
-116.926306,32.602261
-116.928563,45.437393
-116.929367,49.672322
-116.929996,45.996258
-116.950088,47.93541
-116.959034,52.416033
-116.960981,47.71431
-116.9676,54.361107
-116.967816,34.444027
-116.973904,51.907616
-116.974716,53.241382
-116.976315,53.21959
-116.978895,34.244299
-116.979368,53.231149
-116.986465,45.113726
-116.992072,53.234417
-117.001702,53.167961
-117.018704,34.004241
-117.031057,51.28418
-117.033369,50.616703
-117.043999,59.879631
-117.064818,44.703369
-117.074665,49.717431
-117.082928,47.763748
-117.09,50.82181
-117.107742,34.286141
-117.114854,44.881039
-117.117417,58.538739
-117.119887,47.917584
-117.122748,34.401627
-117.132264,34.261572
-117.141003,44.954338
-117.167,47.550491
-117.169863,48.744278
-117.18,54.700069
-117.192007,52.13103
-117.19255,45.007655
-117.208899,45.27174
-117.243236,34.438759
-117.243821,34.442782
-117.270442,63.144408
-117.276987,47.636719
-117.277619,56.232061
-117.279804,63.888245
-117.280665,48.838005
-117.28511,48.785305
-117.287199,48.839378
-117.288282,49.005378
-117.289292,56.221493
-117.299414,47.706757
-117.309823,50.087852
-117.316896,34.099545
-117.327857,53.029282
-117.332143,45.721664
-117.3395,34.286635
-117.353746,48.656387
-117.354615,45.25702
-117.359275,51.476408
-117.363168,34.025184
-117.370584,44.500748
-117.383074,34.183874
-117.393517,48.662567
-117.412065,45.981388
-117.415708,33.399618
-117.417677,48.16211
-117.418882,48.764813
-117.420751,45.883713
-117.435351,45.452843
-117.437702,34.191245
-117.455833,48.765564
-117.470326,47.684269
-117.470506,45.735226
-117.48784,34.403708
-117.493387,37.10701
-117.508205,33.400691
-117.508476,34.086671
-117.510999,49.554199
-117.514198,51.299897
-117.542818,52.304101
-117.566501,47.794647
-117.581491,53.413711
-117.582796,44.537031
-117.617466,49.183685
-117.625566,47.983086
-117.627026,56.920286
-117.638209,49.319703
-117.638561,50.273942
-117.645749,37.749785
-117.65034,34.690533
-117.671373,46.332951
-117.69703,48.693209
-117.699451,45.619183
-117.700561,49.101555
-117.715873,50.214381
-117.728944,52.556488
-117.729992,45.448079
-117.739805,46.267719
-117.746317,53.1155
-117.748556,33.79519
-117.761211,53.12851
-117.76697,54.937576
-117.767608,57.767492
-117.770643,50.220343
-117.772447,50.274004
-117.773648,70.75332
-117.774644,34.70757
-117.781677,46.236649
-117.799948,34.175034
-117.808863,34.396965
-117.811144,34.39785
-117.81396,49.219437
-117.823118,48.532319
-117.824459,34.413042
-117.827021,34.921417
-117.827451,48.847275
-117.828315,34.601526
-117.832252,50.195042
-117.835754,34.151344
-117.843682,46.447733
-117.843877,45.729196
-117.846432,53.271283
-117.848096,48.448548
-117.848425,50.429993
-117.861945,34.286442
-117.862257,52.697414
-117.86299,34.657402
-117.863338,34.990854
-117.863358,52.699174
-117.868219,52.697935
-117.868414,48.46417
-117.868426,49.060526
-117.883549,34.175205
-117.883684,48.692436
-117.886787,45.781405
-117.889131,66.406004
-117.889169,49.073198
-117.898268,34.363174
-117.910456,34.346042
-117.915839,46.012899
-117.917433,45.565796
-117.92591,34.679203
-117.929146,34.690018
-117.9377,45.928699
-117.942849,45.883101
-117.951825,50.154138
-117.960769,45.972891
-117.972374,53.110015
-117.987453,45.846505
-117.993577,44.957771
-117.996074,46.057477
-117.997345,49.796456
-118.002712,46.111507
-118.005081,46.061511
-118.005423,49.730544
-118.009408,35.868044
-118.009689,46.061919
-118.016466,45.679264
-118.018834,46.135068
-118.034048,46.072894
-118.041626,46.051136
-118.047709,46.064011
-118.052955,46.067734
-118.053137,46.069129
-118.055822,52.88662
-118.05589,45.985556
-118.058426,46.070577
-118.060438,35.491333
-118.062245,45.987225
-118.063227,52.703578
-118.065784,45.988984
-118.071302,37.154281
-118.077014,52.852417
-118.078663,44.622517
-118.080553,52.876648
-118.082329,52.873615
-118.08253,35.738343
-118.083291,36.644211
-118.08513,45.696602
-118.088086,45.671539
-118.088373,52.905126
-118.091405,46.122773
-118.091667,45.780458
-118.09383,52.88512
-118.100675,52.864127
-118.101964,36.004686
-118.106745,45.990384
-118.107175,46.287289
-118.116765,46.090393
-118.117415,52.868925
-118.125255,34.208505
-118.128847,46.519203
-118.128994,34.205031
-118.130151,46.019175
-118.131838,36.052752
-118.134123,48.544807
-118.145141,52.856316
-118.165224,36.208105
-118.168299,46.075287
-118.16866,52.916653
-118.173134,40.519981
-118.174094,46.048851
-118.180668,36.209698
-118.18245,35.713634
-118.186051,52.977029
-118.187459,50.583115
-118.187978,44.847221
-118.191592,55.208488
-118.21156,34.651431
-118.223571,52.575286
-118.228734,48.737497
-118.228786,36.092116
-118.233214,34.622383
-118.242305,51.01474
-118.249833,47.730703
-118.252017,46.082325
-118.262488,34.433727
-118.266917,35.776978
-118.267747,45.11025
-118.273835,34.299834
-118.304561,35.771999
-118.31576,50.979568
-118.327806,52.737765
-118.329362,35.511417
-118.330187,35.132781
-118.330579,33.337927
-118.334268,45.803204
-118.340538,35.485153
-118.340595,35.180969
-118.343668,44.80525
-118.348744,37.844169
-118.35,49.2
-118.354284,50.776316
-118.370775,36.700022
-118.371667,44.959145
-118.383694,35.916195
-118.387785,35.714149
-118.401,36.770897
-118.412705,35.519485
-118.418022,35.724127
-118.421106,34.486277
-118.42134,45.506401
-118.437358,34.500439
-118.437884,48.60844
-118.438746,49.033897
-118.444624,52.882851
-118.445577,34.676456
-118.448291,34.677347
-118.44933,45.537185
-118.451423,34.633039
-118.455091,34.663067
-118.455993,36.464653
-118.458021,48.605404
-118.461936,37.314377
-118.469897,46.604004
-118.469994,34.443651
-118.484818,45.685101
-118.501717,50.962658
-118.508055,45.601845
-118.509822,36.677341
-118.514141,37.137566
-118.51727,37.788098
-118.523921,36.084777
-118.528417,37.335749
-118.534939,48.601252
-118.549458,44.694099
-118.550414,45.393534
-118.551632,44.701052
-118.55174,48.785439
-118.552667,45.364437
-118.557626,48.940723
-118.562051,36.460619
-118.562703,34.775065
-118.56683,59.112243
-118.578153,36.486197
-118.581236,56.263733
-118.5821,35.449866
-118.592271,45.521593
-118.594341,44.538145
-118.601004,45.065918
-118.604265,45.13617
-118.604876,45.581589
-118.60658,56.26291
-118.617187,45.589077
-118.621597,45.660161
-118.624895,35.177364
-118.62897,53.018869
-118.630614,35.960569
-118.6332,46.528387
-118.633889,52.855225
-118.655469,36.375904
-118.681556,59.181172
-118.690037,37.334547
-118.709546,48.766809
-118.709954,44.934168
